year,round,college_code,college_name,branch,category,closing_rank,source_file,round_sort_order
2025,1,E001,RV College of Engineering,Mechanical,2A,5297,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,2A,5429,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,2A,7239,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,2B,7069,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,2B,8005,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,2B,9209,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,2B,6548,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,2B,7705,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,2B,8683,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,2B,5893,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,2B,7308,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,2B,7712,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,2B,6379,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,2B,6519,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,2B,8478,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,2B,5981,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,2B,6675,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,2B,7119,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,3A,7422,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,3A,8148,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,3A,9220,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,3A,6666,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,3A,7904,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,3A,8955,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,3A,6173,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,3A,7602,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,3A,9356,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,3A,6532,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,3A,6729,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,3A,8513,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,3A,5874,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,3A,6487,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,3A,8616,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,3B,7624,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,3B,9043,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,3B,10489,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,3B,7583,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,3B,9003,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,3B,10365,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,3B,6570,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,3B,7598,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,3B,9955,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,3B,6315,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,3B,7209,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,3B,9276,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,3B,6432,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,3B,7871,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,3B,9156,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,CAT1,5520,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,CAT1,6606,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,CAT1,7799,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,CAT1,5254,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,CAT1,6371,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,CAT1,6536,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,CAT1,5257,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,CAT1,5518,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,CAT1,6275,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,CAT1,4594,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,CAT1,5869,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,CAT1,6530,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,CAT1,4724,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,CAT1,5620,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,CAT1,6463,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,GM,3939,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,GM,5200,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,GM,6111,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,GM,4279,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,GM,4839,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,GM,5878,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,GM,4095,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,GM,4751,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,GM,5127,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,GM,3858,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,GM,4247,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,GM,4629,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,GM,3699,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,GM,4104,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,GM,4888,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,SC,13589,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,SC,15610,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,SC,16302,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,SC,12124,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,SC,12951,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,SC,15920,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,SC,11193,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,SC,12791,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,SC,15325,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,SC,11022,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,SC,13755,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,SC,16037,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,SC,10095,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,SC,13107,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,SC,14114,SAMPLE_DATA_NOT_REAL,99
2021,1,E001,RV College of Engineering,Mechanical,ST,16517,SAMPLE_DATA_NOT_REAL,0
2021,2,E001,RV College of Engineering,Mechanical,ST,18658,SAMPLE_DATA_NOT_REAL,1
2021,Final,E001,RV College of Engineering,Mechanical,ST,21314,SAMPLE_DATA_NOT_REAL,99
2022,1,E001,RV College of Engineering,Mechanical,ST,16208,SAMPLE_DATA_NOT_REAL,0
2022,2,E001,RV College of Engineering,Mechanical,ST,18409,SAMPLE_DATA_NOT_REAL,1
2022,Final,E001,RV College of Engineering,Mechanical,ST,22015,SAMPLE_DATA_NOT_REAL,99
2023,1,E001,RV College of Engineering,Mechanical,ST,16289,SAMPLE_DATA_NOT_REAL,0
2023,2,E001,RV College of Engineering,Mechanical,ST,18808,SAMPLE_DATA_NOT_REAL,1
2023,Final,E001,RV College of Engineering,Mechanical,ST,20853,SAMPLE_DATA_NOT_REAL,99
2024,1,E001,RV College of Engineering,Mechanical,ST,14785,SAMPLE_DATA_NOT_REAL,0
2024,2,E001,RV College of Engineering,Mechanical,ST,17567,SAMPLE_DATA_NOT_REAL,1
2024,Final,E001,RV College of Engineering,Mechanical,ST,19852,SAMPLE_DATA_NOT_REAL,99
2025,1,E001,RV College of Engineering,Mechanical,ST,15122,SAMPLE_DATA_NOT_REAL,0
2025,2,E001,RV College of Engineering,Mechanical,ST,15704,SAMPLE_DATA_NOT_REAL,1
2025,Final,E001,RV College of Engineering,Mechanical,ST,19064,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,1G,3973,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,1G,4555,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,1G,5776,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,1G,3638,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,1G,4640,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,1G,5111,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,1G,3594,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,1G,4401,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,1G,4761,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,1G,3620,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,1G,4421,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,1G,4855,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,1G,3210,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,1G,3959,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,1G,4349,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,2A,5301,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,2A,6452,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,2A,6997,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,2A,5082,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,2A,5624,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,2A,6281,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,2A,4899,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,2A,5106,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,2A,6663,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,2A,4730,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,2A,5503,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,2A,6488,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,2A,4697,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,2A,5465,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,2A,6380,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,2B,5968,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,2B,7024,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,2B,8293,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,2B,5905,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,2B,6117,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,2B,8032,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,2B,5306,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,2B,5926,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,2B,7321,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,2B,4925,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,2B,5629,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,2B,6751,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,2B,4944,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,2B,6055,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,2B,6704,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,3A,6213,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,3A,7016,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,3A,8724,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,3A,5637,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,3A,7026,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,3A,8422,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,3A,5689,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,3A,6244,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,3A,7683,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,3A,5884,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,3A,6898,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,3A,6977,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,3A,5082,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,3A,5995,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,3A,7333,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,3B,6784,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,3B,7788,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,3B,9498,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,3B,6681,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,3B,7064,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,3B,8109,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,3B,6346,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,3B,7254,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,3B,8098,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,3B,6296,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,3B,7009,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,3B,8265,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,3B,5990,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,3B,6949,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,3B,7308,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,CAT1,4454,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,CAT1,5164,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,CAT1,6490,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,CAT1,4436,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,CAT1,5145,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,CAT1,6745,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,CAT1,4788,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,CAT1,4908,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,CAT1,5834,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,CAT1,3940,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,CAT1,4818,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,CAT1,5515,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,CAT1,3824,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,CAT1,4583,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,CAT1,5916,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,GM,3859,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,GM,4619,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,GM,4765,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,GM,3346,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,GM,4083,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,GM,4614,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,GM,3504,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,GM,3921,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,GM,4946,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,GM,3230,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,GM,3534,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,GM,4536,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,GM,2933,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,GM,3527,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,GM,4207,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,SC,10731,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,SC,13226,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,SC,14024,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,SC,10555,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,SC,12192,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,SC,14113,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,SC,11086,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,SC,12773,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,SC,14105,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,SC,10519,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,SC,12069,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,SC,14114,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,SC,10085,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,SC,11390,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,SC,12676,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Civil,ST,15389,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Civil,ST,17796,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Civil,ST,20993,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Civil,ST,13689,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Civil,ST,15683,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Civil,ST,19428,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Civil,ST,14054,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Civil,ST,16230,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Civil,ST,17118,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Civil,ST,13462,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Civil,ST,14209,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Civil,ST,18006,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Civil,ST,11701,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Civil,ST,13725,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Civil,ST,16407,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Computer Science,1G,5476,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Computer Science,1G,6356,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Computer Science,1G,6680,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Computer Science,1G,5001,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Computer Science,1G,5609,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Computer Science,1G,6516,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Computer Science,1G,5218,SAMPLE_DATA_NOT_REAL,0
2023,2,E007,Siddaganga Institute of Technology,Computer Science,1G,5461,SAMPLE_DATA_NOT_REAL,1
2023,Final,E007,Siddaganga Institute of Technology,Computer Science,1G,6360,SAMPLE_DATA_NOT_REAL,99
2024,1,E007,Siddaganga Institute of Technology,Computer Science,1G,4906,SAMPLE_DATA_NOT_REAL,0
2024,2,E007,Siddaganga Institute of Technology,Computer Science,1G,5328,SAMPLE_DATA_NOT_REAL,1
2024,Final,E007,Siddaganga Institute of Technology,Computer Science,1G,6479,SAMPLE_DATA_NOT_REAL,99
2025,1,E007,Siddaganga Institute of Technology,Computer Science,1G,4372,SAMPLE_DATA_NOT_REAL,0
2025,2,E007,Siddaganga Institute of Technology,Computer Science,1G,4796,SAMPLE_DATA_NOT_REAL,1
2025,Final,E007,Siddaganga Institute of Technology,Computer Science,1G,5994,SAMPLE_DATA_NOT_REAL,99
2021,1,E007,Siddaganga Institute of Technology,Computer Science,2A,6535,SAMPLE_DATA_NOT_REAL,0
2021,2,E007,Siddaganga Institute of Technology,Computer Science,2A,7468,SAMPLE_DATA_NOT_REAL,1
2021,Final,E007,Siddaganga Institute of Technology,Computer Science,2A,9654,SAMPLE_DATA_NOT_REAL,99
2022,1,E007,Siddaganga Institute of Technology,Computer Science,2A,6956,SAMPLE_DATA_NOT_REAL,0
2022,2,E007,Siddaganga Institute of Technology,Computer Science,2A,7839,SAMPLE_DATA_NOT_REAL,1
2022,Final,E007,Siddaganga Institute of Technology,Computer Science,2A,8272,SAMPLE_DATA_NOT_REAL,99
2023,1,E007,Siddaganga Institute of Technology,Computer Science,2A,5827,SAMPLE_DATA_NOT_REAL,0
